,item,product_id
10517,8296,29839
10519,88,10595
10520,284,10933
10521,4818,25619
10522,6636,28217
10523,6733,28305
10524,9345,31132
10525,11521,35341
10527,13321,6720
10530,1707,13283
10533,4476,24386
10534,5335,26313
10535,5951,27207
10537,6983,28572
10538,6984,28573
10539,6988,28577
10541,7148,28740
10542,7317,28936
10544,8529,30099
10548,10009,31966
10549,10010,31967
10551,10079,32036
10557,708,11612
10565,9546,31492
10569,11125,3433
10571,11485,35279
10576,12123,431
10577,12147,437
10578,12156,439
10579,13115,6347
10589,10248,32200
10613,8658,30367
10615,9401,31213
10623,13092,6297
10626,7618,29173
10627,7619,29174
10631,6883,28473
10634,11342,35101
10642,5,1002
10644,192,10798
10646,4749,25420
10647,7330,28951
10649,9390,31186
10650,13344,6757
10651,14405,934
10669,11133,3465
10673,8145,29686
10682,12243,4537
10687,9762,31734
10691,4417,24203
10694,8434,29995
10697,11916,3945
10699,10219,32171
10705,7898,29454
10718,12468,5063
10719,12674,5513
10722,5206,26107
10727,2619,18533
10729,4825,25628
10730,4826,25629
10731,4903,25702
10732,6507,28035
10746,6276,27662
10748,1626,13142
10750,4107,2367
10751,5919,2717
10758,12445,5015
10761,195,1080
10763,3376,19601
10764,4593,24572
10787,5538,26585
10796,13820,7747
10799,5692,26826
10802,3672,20227
10804,6177,27520
10808,11594,3552
10811,12583,5294
10834,9354,31143
10853,7543,29128
10854,7593,29159
10856,7691,29246
10870,1416,12816
10876,4379,24144
10880,6523,28065
10882,8716,30433
10889,14006,809
10890,105,10635
10891,1800,13413
10893,13893,7875
10894,14055,8159
10895,14391,9227
10907,1864,13508
10917,735,11669
10918,736,11669attr132
10919,739,11671
10920,6923,28511
10921,8711,30430
10923,2133,13919
10924,8667,30378
10939,10073,32030
10956,1128,12275
10960,8043,29587
10967,6647,28229
10968,8239,29774
10979,243,10866
10981,1185,12351
10983,2130,13914
10984,2131,13915
10986,4443,24291
10997,7693,29248
10999,8037,29581
11001,9258,31038
11008,9921,31898
11017,8893,30621
11018,9871,31845
11024,1423,12832
11029,10761,32708
11031,10690,32640
11035,3402,19650
11039,4349,2410
11045,8807,30529
11048,10226,32176
11049,10233,32183
11050,10234,32184
11053,12941,6057
11056,7895,29451
11057,7896,29452
11058,991,1203
11062,1879,13540
11068,4601,24583
11069,4960,25774
11070,5021,25847
11074,5471,26511
11076,5715,26844attr899
11078,6000,27283
11079,6113,27431
11080,6116,27434
11081,6557,28102
11083,6612,28193
11084,6615,28194
11092,7765,29306
11093,8018,29564
11096,8254,29791
11097,8255,29792
11098,8256,29793
11099,8262,29800
11103,9496,31431
11108,9740,31712
11110,9885,31860
11118,12665,5494
11125,5887,27136
11126,10142,32102
11129,2320,1473
11131,3240,19458
11137,12180,4420
11139,3995,2244
11140,7216,28819
11141,7380,28995
11143,8568,30170
11144,8639,30344
11145,13137,6390
11146,13211,6524
11147,13721,7524
11155,1603,13102
11156,3767,20421
11166,12080,4219
11168,7453,29063
11171,13642,7369
11173,7464,29076
11175,10483,32440
11176,10592,32557
11182,2333,1497
11185,6542,28088
11192,6948,28543
11193,7977,2954
11194,9386,31178
11195,9387,31179
11196,10911,3308
11198,12340,4706
11208,10788,32735
11218,2017,13761
11219,2412,1653
11220,2427,1676
11250,11299,35049
11259,12449,5020
11261,13170,6444
11266,466,11231
11290,2193,14072
11306,965,12003
11307,1382,12755
11309,1943,13634
11310,2488,1795
11311,3292,19517
11314,5938,27191
11322,12350,4729
11323,13397,6854
11351,3783,20444
11373,1224,12404
11378,8099,29636
11382,325,10995
11383,11977,4038
11384,14203,8383
11393,8769,30485
11401,272,10920
11403,3863,213
11404,4029,227
11405,5897,27146
11408,7776,29316
11410,7779,29319
11411,8630,30329
11418,13386,6830
11428,12320,4689
11429,448,11212
11437,6454,27924
11467,3489,19843
11487,7700,29255
11488,10014,31971
11491,11998,4070attr794
11494,12590,5303
11496,13699,7470
11498,1986,13722
11499,2101,13857
11500,9284,31065
11523,13263,6614
11526,3050,1915
11528,631,11494
11532,8289,29829
11533,13568,7211
11536,9722,31694
11537,10639,32599
11538,11453,35219
11540,12078,4217
11548,11952,4000
11555,12084,4231
11558,5572,26645
11559,6403,27864
11560,10255,32205
11563,11809,3788
11571,148,10726attr11
11589,3138,19302
11600,1053,12143
11607,8017,29563
11608,11314,35067
11610,13018,6170
11615,2730,18726
11620,5765,26925
11624,7079,28679
11631,14124,8253
11633,10670,32621
11650,868,11884
11652,4980,25794
11655,6661,28244
11658,13864,783
11668,19,1014
11670,3285,19510attr389
11672,9422,31262
11681,35,1031
11682,39,1036
11683,107,1065
11693,5494,26546
11705,2211,14096
11706,2588,18471
11707,8985,30726
11710,6068,27388
11712,13268,6620
11713,362,11068
11715,5136,26017
11719,10457,32411
11720,10462,32416
11722,6266,27644
11724,6380,27828
11725,9260,31040
11726,9262,31042
11734,5614,26724
11738,11340,35099
11743,10210,32166
11745,2022,13766
11748,2414,1657
11751,4717,25356
11752,4918,25720
11753,5153,26043
11754,5926,27176
11758,6440,27906
11759,6902,28491
11762,8524,30098
11763,9319,31099
11764,9366,31150
11791,9556,31503
11796,8795,30515
11797,10636,32597
11798,11747,3642
11800,1779,13379
11822,6232,27599
11825,6616,28195
11827,5649,26772
11829,890,1191
11838,10192,32146
11839,10254,32204
11849,11295,35045
11850,11604,35537
11851,12286,4638
11855,3530,19916
11863,10722,32673
11864,10789,32736
11868,13986,8054
11873,14007,8090
11874,14036,8129
11882,4578,24555
11885,9529,31476
11887,12162,4400
11893,11197,34917
11896,1540,13011
11902,6148,27466
11903,6858,28447
11905,7321,28942
11909,9026,30769
11911,11473,35238
11914,13388,6832
11915,13626,7335
11918,13630,7340
11928,2447,1705
11934,3324,19563
11935,5214,26137
11936,5221,26142
11939,7480,29087
11940,7513,29105
11941,7565,29145
11942,7614,29170
11943,10055,32010
11944,10637,32598
11958,6249,27622
11960,7437,29048
11961,7886,29442
11962,7923,29475
11967,8723,30442
11969,9191,30953
11970,9199,30963
11976,11320,35073
11977,11825,3808
11979,11830,3813
11983,13084,6283
11988,289,10940
11989,664,11535
11991,1461,12891attr1743
11992,1689,13251
11998,5259,26207
12003,10660,32616
12004,10664,32618
12005,10665,32618attr130
12006,13178,6458
12011,9851,31825
12015,13732,7541
12018,7383,28998
12020,7497,29097
12022,7546,29130
12047,1906,13572
12049,2484,17814
12050,2500,1813
12051,2635,18559
12053,3175,19357
12054,4477,24388
12056,4716,25355
12059,5064,25902
12061,5264,26220
12064,5274,26228
12065,5276,26230
12068,6085,27417
12070,6702,28270
12077,7032,28621
12082,7934,29484
12083,7967,29527
12087,8246,29781
12088,8295,29838
12092,9065,30830
12093,9268,31048
12095,9322,31102
12107,13233,6557
12110,13865,7831
12111,13921,7917
12115,2807,18818
12117,5294,26259
12118,5326,26301
12121,9436,31285
12139,569,11403attr777
12143,12726,5587attr803
12146,10404,32359
12160,1597,13093
12161,4281,23971
12168,1576,13063
12171,14133,8268
12172,1713,1329
12173,2803,18813
12186,540,11356
12191,2624,18549
12206,9620,31578
12208,13159,6424
12210,4586,24564
12211,5208,2611
12213,438,11203
12214,557,11384
12216,622,11484
12218,1619,13131
12219,2041,13783
12222,2747,18752
12223,2751,18758
12225,4603,24586
12226,4868,25669
12228,5200,2610
12230,6023,27324
12231,6324,27741
12234,7874,29430
12249,11871,388
12250,11986,405
12252,12289,4641
12253,12593,5306
12254,14201,8378
12257,10069,32024
12258,10461,32415
12264,4409,24194
12272,2176,14024
12274,8238,29773
12282,1760,13351
12284,8050,29594
12293,5879,27129
12295,12814,5850
12296,13938,7938
12301,9530,31477
12311,5128,26008
12312,5543,26592
12319,13845,7798
12328,10630,32590
12344,3786,20447
12348,1822,13446
12349,5575,26648
12350,8534,30104
12356,13997,8074
12360,808,11807
12361,2043,13785
12362,2044,13786
12363,2045,13787
12376,7945,29495
12381,12209,4489
12413,4392,24173
12414,4394,24175
12415,4395,24176
12419,38,1034
12434,11469,35234
12460,6388,27838
12461,11265,35004
12475,10746,32694
12479,1087,12189
12485,9019,30760
12487,864,11877
12490,889,11909
12491,892,11911
12492,902,11924
12494,911,11932
12497,2276,14419
12499,5054,25892
12501,5230,26154
12507,10332,32284
12508,10396,32351
12526,5621,26738
12528,2342,1512
12529,4778,2556
12531,12339,4702
12534,14183,8338
12538,1673,13223
12539,4497,24413
12540,4589,24567
12556,12681,5520
12557,314,10982
12565,7095,28697attr2518
12567,7298,28910
12568,7345,28972
12570,8761,30476
12571,8763,30478
12572,9106,30874
12574,10200,32154
12595,955,11992
12602,1898,13564
12605,2415,1659
12610,3759,20414
12611,4459,24330
12620,7159,28754
12626,8293,29834
12628,8299,29842
12648,12924,6023
12651,10155,32115
12673,1752,13344
12674,1753,13345
12675,1754,13346
12677,1757,13349
12681,6595,28168
12682,6620,28198
12684,4254,23932
12685,4264,23946
12696,10460,32414
12697,10598,32559
12699,3067,19170
12704,7451,29060
12705,2190,14065
12706,4317,24064
12707,4726,25378
12708,4727,25379
12720,7555,29139
12721,2525,18392
12725,139,10712
12727,2595,18512attr91
12730,10802,32749
12731,10815,32763
12732,10835,32780
12733,10858,32802
12734,11143,34857
12735,11154,34868
12736,11198,34918
12762,5856,27099
12763,6035,27343
12774,7137,28726
12780,1389,12768
12781,2561,18452
12791,8283,29821
12792,8284,29822
12793,8285,29824
12795,8297,29840
12796,8298,29841
12797,8301,29844
12799,8908,30635
12801,9433,31281
12805,10268,32218
12806,10269,32219
12818,2032,13775
12831,13478,7050
12837,11847,3844
12840,14272,883
12841,8041,29585
12843,10150,32111
12850,11937,3984attr482
12857,2308,1456
12861,10272,32222
12884,13307,6682
12888,4448,24301
12891,8659,30368
12892,8660,30369
12897,5196,26096
12910,6091,27424
12922,10377,32331
12923,10498,32457
12924,10516,32477
12927,5641,26762
12929,8081,29617attr94
12932,11764,3667
12938,5455,26482
12941,2441,1697
12950,8435,29996
12953,12317,4686
12954,13124,637
12965,12443,5003
12979,3245,19465
12980,4970,25783
12983,13889,7869
12986,9761,31733
12992,1565,13039
12993,1577,13064
12996,4571,24550
13011,9567,31520
13012,1837,13470
13013,3102,19222
13014,4655,24733
13015,4694,2480
13016,5729,26873
13037,10799,32746
13039,12188,4431
13046,2444,1701
13058,523,11314attr582
13061,1405,12802
13063,2028,13771
13064,3020,19102
13069,8532,30102
13073,12155,4388
13081,13830,7771
13082,8275,29813
13083,9608,31567
13086,2381,1590
13088,13769,7610
13090,270,10916
13102,10020,31977
13107,4693,24790
13108,5049,25874
13109,6142,27460
13122,13858,7814
13125,14141,8278
13135,4300,24021
13140,3485,19833
13146,8990,30730
13156,10419,32372
13157,6436,27901
13161,6069,27389
13187,11597,3553
13191,9032,30775
13196,9297,31080
13197,10062,32017
13210,10535,32497
13215,12752,5657
13224,12421,4900
13225,13013,616
13234,6778,28351
13237,109,1066
13241,7491,29094
13242,9180,30940
13247,5733,26880
13260,2532,18399
13282,10190,32144
13286,7882,29438
13295,7902,29458
13298,8977,30718
13315,14284,890
13343,3796,20462
13344,4243,23904
13346,5784,26954
13355,9227,31005
13367,7452,29062
13373,11106,34225
13390,7943,29493
13391,7944,29494
13393,11441,35209
13399,73,10565
13402,6120,27436
13408,332,11002
13409,1625,13141
13427,9253,31033
13433,3895,2159
13445,10587,32552
13458,14280,887
13461,12617,5361
13462,12618,5362
13463,13019,6173
13469,10403,32358
13470,11817,3800
13472,12383,4810
13473,12384,4811
13474,12388,4815
13475,12389,4816
13481,3235,19450
13491,8292,29833
13506,1491,12935
13507,1982,13713
13508,4359,24116
13513,1375,12730
13514,2763,1877
13516,3860,2122
13519,13474,7046
13522,802,11801
13524,3540,19932
13531,12016,4108
13532,12893,5996
13535,667,11539
13536,1075,12172
13539,6188,27552
13543,14342,9159
13544,14411,943
13562,433,11199
13566,1218,12399
13571,4358,24115
13577,5753,26908
13578,5762,26922
13580,6908,28497
13581,7432,29042
13584,8154,29694
13585,8206,29741
13586,8680,30400
13587,9209,30974
13588,9371,31155
13592,11511,35329
13593,11873,3883
13595,12106,4281
13596,12400,4848
13597,12507,5158
13605,12915,6015
13606,13888,7865
13618,11270,35023
13619,11341,35100
13634,7530,29118
13635,12741,5635
13638,7850,29414attr2882
13639,7870,29425
13646,9210,30975
13648,10118,32076
13653,8191,29727
13667,2431,1681
13671,5164,26054
13676,8321,29867
13687,358,11062
13693,12959,6099
13702,1544,13016
13709,12093,4247
13710,12110,4287
13711,12113,4293
13724,9326,31106
13729,28,1022
13730,1226,12408
13731,1676,13226
13732,2565,18456
13733,3726,20349
13735,12066,4201
13736,13131,6384
13741,11947,3995
13755,8892,30620
13756,8895,30623
13760,9975,31935
13762,5336,26314
13763,5364,26346
13764,5678,26807
13766,7561,29141
13768,8910,30637
13776,8088,29624
13782,7015,28603
13783,7784,29325
13785,3139,19303
13788,4104,2366
13789,5559,26628
13791,7167,28762
13794,13061,6253
13802,8217,29752
13803,8218,29753
13806,2611,18524
13808,3293,1952
13816,2242,14126
13817,3502,19861
13818,8419,29980
13819,6072,27395
13836,11743,3639
13837,6293,27695
13844,11600,35532
13846,14397,9250
13855,6533,28076
13857,8620,30318
13866,2234,14122attr1779
13871,5415,26416
13873,6079,27409
13877,7260,28873
13879,7382,28997
13880,7394,29009
13881,7493,29095
13890,7724,29273
13896,9383,31171
13903,12472,5073
13908,268,10901
13912,4637,24675
13913,5116,25987
13927,3383,19609
13938,3275,19503
13939,3315,19548
13949,9035,30783
13956,5996,2728
13968,1444,12865
13969,3106,19228
13972,6957,28548
13977,10137,32097
13978,10365,32319
13987,10359,32313
13994,972,1201
14000,12242,4536
14004,12532,5200
14013,5453,26480
14018,6213,27579
14022,7462,29074
14023,8108,29646
14048,737,11670
14052,767,11705
14057,1012,12074
14060,1970,13696
14062,2537,18424
14063,2683,18653
14064,3169,19344
14066,3267,19488
14067,3503,19862
14069,4070,2300
14070,4082,2338
14071,4124,23694
14074,4438,2426
14076,4521,24455
14077,4524,2446
14079,4715,2533
14081,5152,26042
14082,5504,26558
14083,5507,26562
14085,5988,27263
14086,6240,2761
14089,6369,27812
14090,6443,27909
14095,6501,2803
14096,6510,28050
14098,6751,28324
14101,6924,28512
14104,7425,29031
14106,7761,29301
14109,8057,29599
14113,8272,29810
14114,8308,29852
14115,8333,29881
14116,8353,29905
14117,8378,29931
14118,8386,29939
14119,8430,29991
14120,8452,30015
14126,8552,30126
14130,8587,30275
14131,8607,30303
14133,8694,30414
14135,8720,30439
14137,8748,30468
14139,8881,30609
14140,9021,30762
14143,9280,31061
14148,9726,31698
14151,10041,31999
14152,10102,32060
14154,12524,5177
14155,12592,5305
14158,13032,6200
14160,13057,6249
14161,14041,8136
14162,14043,8138
14164,14230,8431
14168,4833,25636
14171,12399,4843
14172,12661,5487
14176,13564,7205
14180,3917,2181
14181,12780,5727
14182,14232,8433
14190,1730,13310
14191,1925,13612
14209,8379,29932
14224,3558,19978
14225,5644,26767
14226,5807,26988
14231,7907,29463
14232,7909,29463attr94
14234,7927,29477attr2908
14263,7117,28704
14265,364,11071
14287,81,10575
14289,909,1193
14301,11043,3385
14303,11907,3937attr94
14307,12662,5488
14308,13304,6676
14309,13305,6677
14316,10555,32516
14320,912,11933
14332,6878,28468
14335,9154,30911
14337,9162,30920
14346,12904,6005
14348,12966,6111
14359,13242,6566
14376,2975,19056
14378,3859,2121
14379,5454,26481
14398,1935,13629
14399,2411,1651
14428,4084,2345
14429,4085,2346
14431,8981,30722
14435,9116,30887
14437,472,11237
14443,1601,13099
14444,3538,19930
14450,13562,7203
14451,13563,7204
14463,8517,30091
14468,9485,31392
14472,3535,19921
14477,460,11226
14481,12362,4752
14495,4407,24191
14497,6729,28301
14511,11967,402
14516,13591,7263
14517,1056,12147
14519,2716,18708
14520,2718,18710
14525,4817,25614
14527,7285,28898
14532,10757,32704
14533,10855,32800
14534,11199,34919
14535,11207,34930
14536,11243,34983
14539,11250,34989
14549,3825,20667
14553,2698,18678
14554,2783,18787
14575,5094,25961
14593,4731,25394
14599,9552,31498
14600,12498,5141
14612,6430,27896
14620,3738,20377
14621,4632,24651
14626,10024,31982
14631,14415,947attr36
14633,2186,14056
14634,2546,18437
14635,2566,18457
14637,4732,25396
14648,5353,26334
14654,3861,2125
14657,9816,31789
14667,6391,27844
14668,7309,28926
14669,7352,28981
14671,7678,29225
14674,8719,30438
14675,9743,31715
14679,1203,12382
14689,10291,32239
14690,10300,32248
14691,10301,32249
14692,10323,32275
14693,10428,32381
14694,10476,32432
14695,10481,32438
14696,10482,32439
14697,10515,32475
14704,2572,18462
14705,2657,1862
14707,9736,31708
14709,13298,6669
14717,7308,28925
14748,4882,2568
14755,9030,30773
14761,595,11445
14762,606,11462
14763,638,11502
14765,1383,12757
14770,6813,28399
14775,13836,7784
14784,6183,27541
14794,1809,13431
14798,9586,31543
14815,10029,31987
14819,13337,6744
14820,13338,6745
14825,3073,19173
14830,628,11491
14837,206,10820
14838,764,11701
14841,1979,13709
14844,3467,19809
14845,3468,19810
14846,3505,19864
14847,3599,20077
14849,4672,24754
14850,4675,24760
14860,2643,18567
14882,9211,30976
14883,9213,30978
14886,1019,1209
14894,7277,28891
14897,9569,31522
14899,10125,32083
14901,14404,932
14926,1644,13168
14928,4835,25638
14937,845,11851
14961,11804,3783
14962,12102,4273
14974,180,10776
15023,7751,29291attr2835
15059,2996,19077
15064,5788,26958
15073,5284,26248
15078,9954,31914
15086,3099,19217
15090,7804,29350
15092,7807,29353
15094,11266,35005
15099,6857,28446
15100,14286,894
15107,8954,30686
15117,6115,27433
15118,6121,27437
15139,6841,28433attr2425
15155,1798,13410
15158,6036,27344
15185,7942,29492
15192,1478,12918
15196,7427,29036
15217,12265,4606
15227,9609,31568
15256,573,11407
15257,873,11891
15258,1535,13006
15259,4938,25748
15266,12794,580
15269,11354,35114
15270,11423,35192
15271,11426,35195
15273,11428,35197
15274,11429,35198
15275,11433,35200
15276,11434,35201
15280,5162,26052
15284,8668,30379
15291,441,11206
15292,1129,12276
15296,2844,18873
15297,4191,23786
15298,4296,24003
15308,10113,32071
15310,12305,4667
15316,6633,28214
15317,849,11857
15326,2417,1661
15349,10447,32400
15352,7946,29496
15368,2570,18461
15378,11844,383attr155
15387,2922,18969
15393,13685,7451
15414,5026,25851
15416,11021,33746
15417,1455,1288
15431,12152,4381
15433,12651,545attr84
15439,4159,23754
15441,6012,27297
15443,8236,29771
15448,9952,31912
15459,7672,29219
15461,8361,29915
15473,12569,5274
15474,11326,3508
15480,3252,19472
15482,8101,29638
15484,627,11490
15485,629,11492
15488,2168,14015
15492,8976,30717
15494,9259,31039
15518,6714,28282
15520,8443,30006
15525,9468,31376
15526,9469,31377
15534,10185,32139
15536,9356,31145
15547,1004,12065
15567,4422,24212
15568,4798,25582
15578,8792,30512
15589,13477,7049
15619,147,10726attr10
15622,5137,26018
15625,9092,30859
15626,9221,30986
15627,9307,31088
15628,9441,31291
15629,10373,32326
15644,5553,26603
15645,8504,30075
15650,10941,33271
15653,2599,18514
15668,11255,34993
15680,6397,27858
15683,9097,30865
15688,10837,32782
15696,13977,8040
15704,5268,26223
15710,5460,26489
15711,7124,28713
15712,564,11391
15716,6480,28014
15720,4514,24445
15738,13177,6457
15739,308,10966
15741,5254,26198
15742,7487,29090
15744,13826,7758
15745,8282,29820
15753,12446,5016
15760,3377,19602
15761,3444,19754
15810,1706,13282
15815,12216,4498
15817,1807,13427
15824,9340,31127
15828,4242,23903
15829,12086,4239
15835,2280,14425
15841,242,1086
15842,10536,32498
15852,10309,32258
15853,10310,32259
15854,10311,32260
15866,817,11816
15875,6158,27477
15882,3042,19136
15883,10370,32323
15884,3282,19508
15911,543,11363
15917,2049,13790
15937,11880,389
15941,13391,6834
15957,8563,30134
15958,9346,31133
15975,2603,18517
15978,3391,19621
15988,6580,28126
15995,9372,31157
16006,12739,5631
16008,13210,6522
16012,14181,8336
16028,2862,18903
16035,11861,3864
16045,1311,12537
16052,5866,2711
16054,5989,2727
16058,10732,32681
16059,12746,5649
16060,12747,5650
16075,5656,26779
16088,14157,8298
16104,9795,31768
16107,247,10873
16109,634,11497
16117,10000,31957
16140,245,10870
16141,1452,12872
16142,8969,30712
16151,4133,23715
16157,7183,28778
16169,14278,886
16176,9222,30987
16185,2620,18534
16188,5354,26336
16205,13110,6339
16208,2961,19027
16235,9520,31470
16244,5625,26739
16247,5717,26847
16250,6619,28197
16260,9072,30836
16261,9758,31730
16296,12313,4677attr106
16298,6644,28226
16302,1843,13482
16309,8580,30214
16325,13681,7444
16326,14205,8387
16329,5321,26296
16330,6264,27642
16335,11835,3818
16340,2215,14102
16344,1500,12947
16352,12059,4191
16376,12231,4525attr860
16380,13610,7301
16381,13611,7302
16385,2141,13935
16393,5759,26915
16421,13812,7734
16424,1899,13565
16428,3833,2083
16430,6691,28262attr2421
16431,7327,28949
16436,13234,6558
16440,851,11863
16455,10166,32119attr1925
16457,6535,28078
16459,220,10834
16467,1734,13314
16472,2283,1443
16473,2305,1453
16480,5662,26786
16483,5945,27201
16484,5949,27205
16489,7877,29433
16514,12259,4572
16517,12282,4626
16529,14154,8295
16530,14156,8297
16531,14177,8331
16536,8115,29653
16537,8188,29724
16538,9403,31217
16562,12852,594attr91
16571,2301,14450
16573,6019,27309
16576,7974,29537
16583,404,11140
16584,898,11919
16585,900,11920
16586,2818,18829
16587,2821,18832
16593,7138,28727
16596,8023,29570
16597,10320,32271
16599,12417,4892
16605,2564,18455
16622,9007,30748
16628,11742,3637
16643,10316,32266
16646,9420,3126
16654,10594,32557attr3228
16655,10595,32557attr3229
16658,8320,29866
16664,1078,12178
16665,5393,26381
16666,5396,26384
16667,5768,26928
16684,1909,13579
16693,7731,29278attr2790
16695,7854,29414attr2891
16697,8072,29612
16700,9548,31494
16702,11789,3749
16703,12711,5567
16706,13000,6154attr1311
16723,9967,31927
16730,14131,8266
16739,1981,13711
16742,5813,26999
16748,11214,34937
16758,8055,29597
16760,8377,29930attr132
16774,6569,28114
16786,10128,32087
16787,3322,19561
16788,5212,26134
16812,1339,12637
16815,8228,29763
16820,1509,12956
16821,3718,20332
16830,11786,3730
16836,9066,30831
16857,2056,13797
16869,12352,4734
16882,9526,31473
16886,12,1006
16891,4740,25407
16893,6610,28191
16897,33,1028
16901,2198,14077
16902,2214,14101
16903,2520,18387
16905,2528,18395
16912,5646,26769
16915,6925,28513
16917,8365,29920
16920,11791,3751
16924,14093,821
16928,390,11110
16933,9022,30763
16937,11995,407
16948,2191,14066
16963,13609,7299
16965,5362,26344
16966,6421,27887
16968,10659,32615
16970,10771,32718
16971,10776,32723
16972,11422,35190
16973,13496,7069
16977,8499,30069
16986,9825,31798
16992,7720,2927
16994,4273,23960
16999,12724,5587
17008,1903,13569
17009,1993,13732
17013,1862,13506
17016,12021,4118
17017,12414,4889
17027,9476,31384
17037,2006,13746
17044,1238,12423
17047,2297,14444
17048,2585,18469
17053,4198,23800
17054,4213,23827
17056,4733,25397
17062,5461,26494
17063,5858,27102
17064,6027,27328
17065,6485,28020
17068,7158,28753
17070,8744,30465
17071,8873,3060
17072,9074,30838
17073,9355,31144
17075,10064,32019
17079,10787,32734
17080,10847,32792
17081,11983,4048
17082,11984,4048attr1754
17086,1369,12702
17087,5569,26640
17098,1772,13365
17124,2161,14007
17125,11377,35145
17130,6277,27667
17153,11563,35394
17157,12337,4700
17165,1101,12214
17176,3781,20442
17179,12177,4418
17181,6039,27348
17183,5084,25945
17187,5957,27214
17196,452,11216
17198,461,11227
17203,6359,2780
17219,550,11377
17230,11218,34955
17231,11220,34957
17232,11222,34959
17238,2010,13752
17239,3963,2222
17240,7139,28728
17251,8167,29706
17260,12029,4144
17268,4128,23707
17269,4129,23708
17271,5763,26923
17278,10270,32220
17280,12355,4743
17283,2877,18926
17284,4125,23696
17293,6028,27329
17294,6030,27330
17304,7224,28833
17312,2332,1496
17315,12202,4464
17323,2289,14435
17324,2530,18397
17326,5861,27105
17327,6609,28190
17328,10236,32187
17329,12521,5174
17334,9170,30930
17336,11322,35075
17348,7912,29465
17356,355,11059
17361,1826,13452
17362,1997,13736
17364,4604,24588
17365,4696,2488
17370,11327,35080
17371,11339,35098
17372,11444,35211
17373,11446,35213
17374,11491,35295
17375,11539,35364
17376,11570,35401
17377,11572,35404
17378,11573,35405
17392,2553,18445
17394,13976,804
17396,4227,23879
17410,6783,28357
17423,6656,28239
17426,1867,13512
17437,10714,32666
17439,9664,31626
17453,7417,29023
17465,5352,26333
17466,643,11507
17474,858,11870
17478,3728,20356
17480,6228,27594
17481,7773,29313
17488,1612,13117
17502,2791,18796
17507,6044,27360
17508,6169,27507
17509,6171,27509
17510,6172,27510
17512,7088,28692
17513,7090,28695
17514,7112,28698
17515,7116,28703
17517,7281,28893
17521,9547,31493
17526,11182,34903
17537,1821,13445
17541,2502,18205
17542,2854,18892
17546,4687,24785
17550,6930,28518
17551,6931,28519
17553,7701,29256
17554,8053,29595
17556,8682,30402
17557,9062,30826
17566,12934,6050
17574,256,10889
17596,3521,19895
17598,9838,31812
17612,6164,27498
17613,7676,29223
17617,8705,30424
17624,14207,8389
17654,5817,27003
17655,64,10555
17656,1319,12551
17668,9499,31434
17669,9794,31767
17671,12032,4149
17672,12946,6069
17682,13521,7134
17683,13558,7195
17702,5627,26739attr897
17706,10602,32563
17712,12892,5995
17713,13574,7217
17714,13725,7532
17715,13752,7564
17718,14051,815
17719,14348,9164
17720,14349,9165
17729,2509,18373
17730,8579,302
17735,5698,26832
17739,6426,27892
17749,2907,18957
17754,1727,13307
17757,4523,24459
17769,6940,28531
17770,9930,31902
17809,3464,19806
17812,8196,29731
17818,14314,91
17828,6054,27373
17829,6055,27374
17830,8822,30545
17831,8860,30583
17832,8861,30584
17839,1765,13357
17854,1288,12500
17855,2637,18560
17856,2678,18645
17857,3575,20029
17858,4475,24384
17859,5571,26643
17860,5743,26894
17861,5797,26972
17866,7282,28895
17867,11040,3384
17869,12217,4500
17870,13188,6468
17873,6717,28285
17886,5731,26875
17904,9246,31027
17925,87,10594
17932,72,10564
17939,6597,28169
17941,6613,28193attr1541
17972,12735,5620
17977,5677,26805
17993,14196,8368
18008,1914,13587
18040,3857,2111
18042,11889,391
18059,5129,26009
18063,5518,26572
18090,679,11563
18095,2769,18776
18097,6284,27688attr131
18107,7057,28652
18108,12224,4518
18113,946,11980
18147,3325,19564
18150,4171,23768
18155,7381,28996
18157,7529,29117
18158,7579,29151
18162,7753,29293
18167,8797,30518
18170,10156,32115attr1929
18179,3068,19170attr1540
18184,6107,27430attr1540
18189,6117,27434attr1540
18195,6617,28195attr1540
18196,7197,28796
18224,11881,3890
18233,7631,29196
18236,7310,28927
18237,2953,19016
18248,2652,18581attr44
18253,10117,32075
18255,10328,32280
18256,10335,32288
18257,10402,32357
18265,6777,28350
18291,1543,13015
18298,5340,26318
18301,7056,28651
18310,11510,35328
18311,449,11213
18316,5311,26280
18319,4795,25579
18322,9395,31192
18325,12281,4624
18326,13934,793
18333,1464,12892
18334,5484,26536
18336,14040,8134
18346,786,11769
18349,3996,22441
18373,1846,13485
18381,5220,26141
18388,3295,19522
18389,3299,19526
18395,9756,31728
18398,10827,32772
18435,6305,27708
18445,14082,8198
18453,121,10685
18456,1181,12347
18457,1215,12396
18461,4948,25759
18466,6560,28105
18467,6564,2811
18468,6701,2827
18475,9399,31211
18479,10772,32719
18482,11287,35037
18483,11464,35229
18484,11771,3692
18496,14186,8345attr1492
18497,14347,9163
18517,5506,2656
18521,13038,6207
18525,770,11709
18530,8582,30216
18531,9013,30752
18544,8010,29558attr2925
18560,1518,12971
18563,8821,30543
18573,5624,26738attr896
18576,6119,27435attr896
18583,8466,30034
18590,13492,7066
18592,13504,7077
18593,14173,8324
18621,1222,12402
18633,10579,32544
18647,10040,31998
