,item,item_id
6566,26263,4774
6569,30676,8166
6570,31017,8440
6572,5894,11461
6573,12471,1167
6574,18946,2638
6576,3636,10459
6590,31996,9206
6598,13817,1890
6612,3680,10482
6620,31504,8739
6621,5184,11181
6627,6400,11746
6632,10596,86
6633,12146,969
6634,12151,975
6635,27919,5853
6640,30532,8038
6643,30406,7928
6644,35029,10196
6660,7128,12099
6668,20088,3283
6670,31154,8565
6673,4060,10702
6680,12897,1340
6685,30753,8232
6688,7190,12132
6694,32009,9218
6696,13754,1832
6697,1859,2413
6700,14134,2044
6711,34963,10157
6712,34969,10163
6713,11009,302
6714,13668,1787
6715,1864,2433
6716,20327,3377
6717,24062,3871
6720,28807,6570
6722,32769,9949
6724,30486,7999
6726,1199,875
6727,25860,4528
6728,25868,4531
6739,26462,4910
6751,434,10835
6767,24761,4201
6771,28347,6156
6779,11232,425
6794,34978,10170
6801,28718,6495
6802,29755,7493
6803,19157,2788
6804,24070,3882
6810,30736,8214
6811,32632,9817
6812,32637,9822
6813,32643,9827
6815,32762,9940
6816,32768,9948
6829,5151,11155
6832,1539,2142
6835,26849,5164
6839,27823,5780
6840,28021,5886
6848,7191,12133
6850,7308,12187
6866,29215,6990
6886,4189,10761
6892,4176,10750
6894,11499,580
6897,29830,7559
6898,29845,7572
6904,5879,11456
6908,888,12793
6913,2455,4106
6920,8098,12548
6923,1962attr129,3093
6925,29302,7069
6929,5163,11167
6933,12383,1106
6938,19831,3176
6939,24563,4118
6941,28522,6312
6942,29121,6870
6945,4910,11086
6946,5024,11109
6947,6585,11841
6948,6787,11954
6952,28171,5993
6957,277,5706
6958,278,5763
6959,2839,6187
6961,2852,6309
6962,25648,4351
6966,12810,1289
6972,31502,8737
6977,6683,11896
6978,6684,11897
6982,8208,12617
6985,1733,2231
6986,667,11887
6987,29211,6983
6990,29167,6938
6992,32006,9216
7004,12155,978
7006,30294,7846
7007,5551,11342
7014,952attr14,12921
7015,1085,211
7020,18463attr50,2337
7023,20209,3333
7035,953,12922
7038,11111,352
7039,24468,4073
7047,25646,4349
7048,27346,5467
7049,28428,6215
7050,30290,7844
7051,31866,9064
7053,4793,11046
7054,4812,11054
7055,5374,11272
7058,10714,128
7059,1118,386
7063,12336,1076
7064,12345,1081
7067,13812,1886
7068,14127,2037
7073,2561,4320
7074,25848,4517
7078,27557,5610
7080,28167,5989
7082,2825,6063
7090,31790,8990
7092,31963,9174
7093,31964,9175
7097,3784,10521
7099,3936,10614
7100,5514,11316
7101,5542,11336
7102,6119,11584
7103,6157,11619
7106,7749,12375
7109,9193,12877
7111,11443,540
7122,18525,2374
7123,3623,10448
7124,3624,10449
7127,28615,6397
7140,10892,232
7144,12986,1396
7148,23654,3673
7149,25710,4409
7154,28904,6652
7155,31775,8975
7157,32490,9672
7163,32583,9767
7165,27299,5445
7170,12002,885
7171,13755,1833
7173,27085,5286
7176,30872,8315
7179,3691,10486
7180,387,10577
7181,442,10872
7182,8419,12745
7184,2084,3483
7190,11225,417
7192,11229,421
7193,12451,1154
7194,13061,1441
7196,28378,6185
7197,29067,6803
7198,30614,8110
7200,31839,9038
7201,32070,9275
7203,11995,879
7205,19959,3236
7206,26471,4918
7208,30655,8150
7223,11410,524
7225,12438,1147
7227,13800,1878
7228,20003,3250
7229,20044,3260
7231,20324,3376
7234,24683,4171
7237,28337,6146
7240,29479,7219
7241,29562,7303
7242,29948,7658
7245,31003,8428
7246,31026,8447
7249,32767,9947
7252,3819,10551
7259,2407,3881
7264,29651,7395
7268,13447,1663
7270,18953attr1640,2644
7273,23784,3761
7279,31837,9036
7281,32274,9475
7285,3937attr84,10616
7286,3988,10651
7291,7895,12450
7294,7919attr84,12465
7295,14112,2016
7296,3522,10350
7303,26419,4891
7305,27882,5820
7308,29450,7184
7317,11260,446
7318,11262,448
7321,11804,736
7322,12048,913
7325,13530,1710
7326,1865,2438
7330,27410,5510
7332,27736,5731
7335,28059,5916
7336,28186,6003
7339,30057,7748
7346,32226,9429
7347,32231,9434
7350,35025,10193
7362,4460,10889
7363,4735,11025
7366,7522,12279
7373,14113,2017
7384,24731,4180
7386,27550,5604
7387,27553,5607
7391,30914,8362
7398,7715,12356
7399,8415,12741
7400,9226,12889
7411,14033,1974
7415,14427,2074
7416,18378,2282
7417,18379,2283
7419,18470,2348
7420,18581,2411
7421,18622,2419
7422,18622attr36,2420
7427,32340,9534
7430,10849,210
7431,1198,868
7432,19110,2758
7434,28705,6484
7435,31618,8832
7437,3886,10589
7438,8453,12760
7440,18527,2375
7445,32056,9262
7456,28406,6197
7457,28725,6502
7458,29166,6934
7459,29166attr2715,6937
7462,31233,8603
7463,31615,8829
7467,8277,12662
7468,108,175
7470,24608,4145
7477,12798,1283
7487,13283,1553
7489,20407,3416
7490,24386,4022
7492,28936,6676
7493,30099,7783
7494,30817,8270
7497,11612,648
7498,12412,1131
7499,18927,2625
7503,31492,8728
7507,3433,10063
7509,35279,10377
7512,385,10567
7514,431,10823
7515,437,10843
7516,439,10852
7517,6347,11715
7522,25734,4429
7526,32199,9400
7527,32200,9401
7536,12179,993
7550,30367,7901
7552,31213,8592
7559,6297,11693
7562,29173,6948
7563,29174,6949
7565,28473,6261
7568,35101,10256
7576,1002,5
7578,10798,173
7579,1628,2181
7580,25420,4266
7581,28951,6689
7583,31186,8581
7584,6757,11930
7585,934,12904
7595,10750,153
7603,3465,10070
7606,29686,7426
7608,8100,12551
7615,4537,10930
7620,31734,8936
7624,24203,3966
7627,29995,7697
7630,3945,10626
7635,29454,7188
7648,5063,11123
7649,5513,11315
7650,18533,2381
7652,25628,4331
7653,25629,4332
7654,25702,4404
7655,28035,5905
7665,13142,1487
7666,23895,3800
7669,19601,3076
7670,24572,4126
7685,26585,5000
7692,7747,12374
7695,26826,5140
7699,30505,8013
7700,3552,10437
7707,25656,4358
7723,31143,8552
7725,6469,11786
7737,28785,6553
7738,29128,6879
7739,29159,6924
7741,29246,7010
7744,26834,5148
7758,809,12541
7759,10635,99
7760,13413,1641
7762,7875,12440
7763,8159,12587
7764,9227,12890
7782,11669,671
7783,11669attr132,672
7784,11671,675
7785,28511,6300
7786,30430,7950
7788,13919,1941
7789,30378,7909
7791,5989,11507
7794,26713,5067
7809,5845,11440
7816,12275,1038
7820,29587,7329
7821,29606,7349
7822,13316,1582
7827,28229,6041
7828,29774,7511
7839,10866,219
7841,13914,1938
7842,13915,1939
7850,29248,7012
7858,8345,12704
7863,30621,8117
7864,31845,9044
7868,32640,9824
7872,19650,3099
7873,2258,3614
7876,2410,3902
7878,2579,4474
7882,30529,8035
7885,32176,9380
7886,32183,9387
7887,32184,9388
7890,6057,11557
7891,29451,7185
7892,29452,7186
7893,1203,908
7901,26844,5157
7903,27431,5537
7904,27434,5540
7905,28102,5953
7907,28193,6007
7908,28194,6009
7914,29306,7072
7916,29800,7533
7923,31860,9058
7929,5494,11307
7935,1473,2111
7937,19458,2956
7943,4420,10873
7945,2244,3604
7946,28819,6579
7947,28995,6733
7949,30170,7819
7950,30344,7882
7951,6390,11735
7952,6524,11806
7953,7524,12281
7961,13102,1469
7962,20421,3427
7964,28027,5897
7967,30528,8034
7972,4219,10784
7975,29076,6811
7977,32440,9627
7978,32557,9736
7984,1497,2123
7987,28088,5938
7994,28543,6325
7995,2954,7267
7996,31178,8578
7997,3308,9998
7999,4706,11013
8002,19950,3235
8007,32735,9915
8016,13761,1837
8017,1653,2190
8018,1676,2205
8029,28359,6167
8033,30759,8236
8039,31752,8953
8042,31949,9157
8048,35049,10215
8054,4025,10680
8057,5020,11106
8059,6444,11768
8061,11231,424
8065,26406,4879
8075,14072,1988
8087,929,12900
8091,12003,886
8092,12755,1263
8094,13634,1771
8095,1795,2258
8096,19517,3003
8099,27191,5374
8107,4729,11022
8108,6854,11983
8136,20444,3442
8143,32803,9983
8152,10995,293
8153,4038,10685
8154,8383,12722
8159,30485,7998
8167,10920,245
8169,213,3503
8170,227,3625
8171,27146,5334
8174,29316,7083
8176,29319,7086
8177,30329,7873
8180,31895,9091
8184,6830,11972
8187,11212,406
8204,24134,3921
8208,30410,7931
8221,13722,1808
8222,13857,1911
8223,31065,8485
8246,6614,11853
8249,1915,2782
8251,11494,576
8256,30307,7855
8259,4000,10660
8268,3788,10525
8292,12143,967
8293,18843,2582
8296,6170,11626
8299,18726,2486
8303,26827,5141
8304,26925,5207
8308,28679,6448
8310,31031,8453
8315,8253,12648
8330,11884,796
8331,19068,2724
8332,25794,4478
8333,26500,4936
8335,28244,6055
8338,783,12415
8347,1014,19
8348,19510,2995
8349,19510attr389,2996
8350,30464,7977
8351,31262,8612
8366,26546,4962
8377,11068,323
8379,26017,4623
8383,32411,9602
8384,32416,9606
8391,26724,5072
8395,35099,10254
8401,13766,1842
8403,1657,2192
8406,25356,4236
8407,25720,4419
8408,26043,4640
8409,27176,5362
8411,27899,5837
8412,27906,5844
8413,28491,6279
8416,30098,7781
8417,31099,8518
8418,31150,8562
8419,31972,9183
8442,31503,8738
8443,12323,1068
8446,13379,1621
8448,29269,7033
8459,27599,5651
8464,26772,5105
8466,1191,817
8469,32146,9349
8470,32204,9407
8471,32205,9408
8477,19916,3219
8485,32673,9854
8486,32736,9916
8490,8054,12522
8493,8073,12532
8495,8090,12542
8496,8129,12568
8500,24555,4112
8505,28066,5920
8506,34917,10133
8512,31947,9155
8518,19563,3034
8519,26137,4697
8520,26142,4703
8523,29087,6827
8524,29105,6851
8525,29145,6901
8526,29170,6944
8527,32010,9219
8528,32598,9779
8532,29078,6813
8537,10940,259
8538,11535,608
8540,12891attr1743,1335
8541,13251,1537
8545,26207,4739
8547,6458,11775
8552,31825,9024
8559,28998,6736
8561,29097,6838
8563,29130,6882
8569,24067,3874
8581,19599,3073
8585,13572,1738
8587,1813,2270
8588,18559,2397
8590,19357,2897
8591,24388,4023
8593,25355,4235
8596,26227,4751
8597,27417,5514
8599,28270,6092
8600,28313,6126
8605,28621,6403
8610,29484,7224
8613,29712,7454
8614,29781,7518
8615,29838,7565
8620,31102,8521
8630,6557,11826
8632,7917,12462
8635,18818,2561
8636,19917,3220
8637,26259,4771
8638,26301,4804
8641,31285,8626
8642,31463,8702
8647,17814,2254
8659,11403attr777,517
8662,5587attr803,11366
8665,32359,9549
8670,35139,10281
8673,13063,1442
8676,8268,12656
8677,1329,1559
8678,18813,2557
8691,11356,489
8707,6424,11756
8709,24564,4119
8710,2611,4691
8712,11203,396
8713,11384,506
8715,11484,567
8717,13131,1481
8718,18752,2502
8719,18758,2505
8720,24586,4136
8721,25669,4372
8723,27741,5732
8725,29430,7164
8727,29440,7174
8731,31898,9094
8734,388,10584
8735,405,10694
8737,5306,11243
8740,32024,9233
8741,32415,9605
8747,24194,3959
8757,27129,5316
8759,5850,11444
8760,7938,12479
8764,31476,8712
8765,31477,8713
8775,26008,4615
8776,26592,5004
8778,28339,6147
8783,7798,12396
8792,32590,9772
8808,20447,3445
8811,11807,739
8812,13785,1863
8813,13786,1864
8814,13787,1865
8820,26246,4761
8850,1034,35
8863,8174,12594
8865,35234,10364
8895,12189,1000
8896,29048,6784
8898,4689,10997
8901,30760,8237
8903,11877,792
8904,11888,799
8905,11904,811
8906,11909,816
8907,11911,819
8908,11924,828
8910,11932,837
8913,14419,2069
8915,25892,4542
8916,26154,4712
8917,27768,5747
8936,26738,5078
8941,13223,1525
8942,24413,4041
8943,24567,4122
8959,5520,11322
8960,10982,282
8962,13347,1600
8968,28697attr2518,6462
8970,28910,6657
8971,28972,6704
8973,30476,7990
8974,30478,7992
8975,30874,8317
8977,32154,9357
8990,10894,234
8993,11992,876
9000,13564,1731
9003,1659,2193
9008,20414,3419
9009,24330,4005
9018,28754,6524
9024,29834,7563
9026,29842,7569
9030,31665,8873
9046,6023,11542
9049,32115,9317
9066,13344,1597
9067,13345,1598
9068,13346,1599
9070,13349,1602
9072,13351,1605
9074,28168,5990
9075,28198,6014
9088,19170,2799
9091,29060,6798
9092,14065,1985
9093,24064,3872
9094,25378,4244
9095,25379,4245
9105,29139,6891
9107,18512,2355
9108,18512attr91,2357
9109,19133,2772
9111,32749,9928
9112,32763,9941
9113,32780,9959
9114,32802,9982
9115,34857,10080
9116,34868,10091
9117,34918,10134
9121,27099,5293
9122,27343,5465
9127,29791,7526
9128,29792,7527
9129,29793,7528
9133,28726,6503
9135,12768,1269
9136,18452,2325
9145,29821,7552
9146,29822,7553
9147,29824,7554
9149,29840,7567
9150,29841,7568
9151,29844,7571
9153,30635,8132
9154,30647,8142
9155,31281,8623
9159,32218,9421
9160,32219,9422
9170,13775,1852
9179,7050,12061
9183,3844,10562
9192,3984attr482,10646
9199,32222,9425
9219,6682,11895
9224,30368,7902
9225,30369,7903
9230,26096,4680
9235,27424,5520
9241,32331,9527
9242,32457,9642
9243,32477,9660
9246,26762,5097
9248,26482,4927
9260,5003,11100
9270,19465,2960
9271,25783,4468
9274,7869,12436
9277,31733,8935
9283,13039,1432
9284,13064,1443
9287,24550,4107
9288,3939,10618
9290,776,12381
9299,31520,8745
9300,19222,2830
9301,24733,4182
9302,2480,4216
9318,11314attr582,474
9321,12802,1284
9323,13771,1848
9324,19102,2756
9329,30102,7786
9333,4388,10851
9341,7771,12384
9342,29813,7545
9343,31567,8786
9346,1590,2165
9348,7610,12328
9350,10916,243
9353,2248,3608
9362,31977,9188
9367,24790,4215
9368,27460,5564
9380,7434,12240
9381,7814,12409
9384,8278,12663
9394,24021,3857
9399,32372,9564
9404,27389,5498
9412,31862,9060
9416,32508,9691
9430,3553,10439
9432,5179,11180
9437,31080,8498
9438,32017,9226
9458,32497,9679
9463,5657,11391
9468,23816,3776
9472,4900,11085
9473,616,11621
9480,28351,6160
9483,1066,103
9487,29094,6835
9488,30940,8386
9494,11536,609
9496,18549,2386
9506,18399,2298
9542,890,12796
9566,20462,3455
9567,23904,3807
9569,26954,5224
9576,25902,4552
9578,31005,8430
9587,29062,6799
9589,23675,3688
9593,34225,10054
9601,29585,7327
9608,11002,299
9609,13141,1486
9616,32745,9924
9626,32552,9731
9634,13459,1671
9639,13508,1703
9641,5361,11266
9642,5362,11267
9643,6173,11627
9649,32358,9548
9656,19450,2951
9666,29833,7562
9677,7055,12065
9682,12730,1257
9683,1877,2517
9685,2122,3500
9688,7046,12057
9692,19932,3229
9697,30604,8101
9699,4108,10722
9700,5996,11512
9703,11539,611
9704,12172,989
9707,27552,5606
9710,887,12792
9711,9159,12847
9712,943,12910
9713,19082,2737
9714,19097,2751
9717,11199,391
9720,12399,1120
9722,24115,3911
9724,26908,5196
9728,4848,11069
9729,5158,11161
9735,6015,11533
9736,7865,12435
9738,18403,2300
9746,30652,8147
9747,35023,10191
9748,35100,10255
9764,29727,7470
9765,3862,10573
9771,32676,9857
9776,1681,2209
9780,26054,4651
9785,29867,7589
9796,11062,319
9799,25917,4565
9801,6099,11574
9809,32030,9237
9810,13016,1412
9816,31029,8450
9817,4247,10796
9818,4287,10812
9819,4293,10815
9822,7211,12146
9827,1022,25
9828,12408,1128
9829,13226,1528
9830,18456,2329
9831,20349,3388
9833,4201,10770
9834,6384,11729
9839,18859,2591
9849,30620,8116
9850,30623,8119
9854,31935,9143
9856,26314,4813
9857,26346,4839
9858,26807,5129
9860,29141,6897
9862,30637,8134
9863,30638,8135
9875,28603,6387
9876,29325,7090
9883,14126,2036
9884,19861,3192
9885,29980,7682
9893,2571,4408
9895,3639,10461
9896,27695,5705
9904,9250,12896
9905,1697,2218
9911,28076,5929
9913,30318,7863
9922,14122attr1779,2028
9925,24583,4134
9927,26416,4888
9929,27409,5508
9933,28873,6621
9935,28997,6735
9936,29009,6745
9937,29095,6836
9946,29273,7038
9952,31171,8576
9959,5073,11127
9964,10901,241
9968,24675,4165
9969,25987,4603
9980,4638,10969
9983,19609,3083
9991,19503,2986
9992,19548,3025
9993,25431,4274
9995,25434,4277
10002,30783,8251
10014,30688,8179
10032,1201,893
10038,4536,10929
10041,26378,4864
10042,5200,11186
10049,26480,4925
10053,27579,5631
10057,29074,6809
10058,29646,7390
10077,11670,673
10080,11674,679
10081,11705,701
10082,11706,702
10084,11773,721
10085,11778,722
10086,12074,926
10089,13696,1792
10091,18424,2303
10092,18653,2441
10093,19344,2892
10095,19488,2980
10096,19862,3193
10098,2300,3651
10099,2338,3657
10100,23694,3699
10103,2426,3986
10105,24455,4062
10106,2446,4065
10107,2447,4074
10108,2533,4234
10109,25601,4308
10110,26042,4639
10111,26558,4971
10112,26562,4974
10113,26763,5098
10114,27263,5420
10115,2761,5656
10118,27812,5774
10119,27909,5847
10122,2800,5875
10124,2803,5899
10125,28050,5908
10127,28324,6135
10130,28512,6301
10133,29031,6773
10135,29301,7068
10137,29588,7330
10138,29599,7341
10142,29810,7542
10143,29852,7578
10144,29881,7600
10145,29905,7619
10146,29931,7643
10147,29939,7651
10148,29991,7693
10149,30015,7715
10150,30097,7780
10151,30112,7796
10155,30126,7806
10159,30275,7836
10160,30303,7852
10162,30414,7934
10164,30439,7957
10166,30468,7981
10167,30475,7988
10168,30609,8105
10169,30762,8239
10172,31061,8481
10176,31578,8798
10177,31698,8900
10179,31990,9200
10180,32060,9265
10182,5177,11178
10183,5305,11242
10186,6200,11638
10188,6249,11660
10189,8136,12573
10190,8138,12575
10192,8431,12748
10198,7205,12142
10204,13310,1576
10205,13612,1754
10215,26939,5218
10223,29932,7644
10238,19978,3242
10239,26767,5100
10240,26988,5247
10243,29458,7192
10245,29463,7197
10246,29463attr94,7199
10248,29477attr2908,7217
10249,29493,7233
10258,4184,10758
10275,11071,325
10285,29381,7127
10294,10575,78
10296,1193,835
10297,18792,2542
10306,32319,9516
10308,3385,10036
10310,3937attr94,10617
10313,4686,10994
10314,5488,11304
10315,6676,11892
10316,6677,11893
10319,28666,6436
10323,32516,9699
10327,11933,838
10331,19258,2844
10339,28468,6256
10342,30911,8360
10344,30920,8368
10347,32746,9925
10353,6005,11522
10355,6111,11581
10358,6452,11772
10388,2345,3659
10389,2346,3660
10391,30722,8200
10395,30887,8325
10397,11237,430
10403,13099,1467
10404,19930,3227
10409,7203,12140
10410,7204,12141
10420,31392,8672
10426,11226,418
10430,4752,11034
10439,8113,12561
10440,24191,3957
10442,28301,6117
10444,28539,6322
10456,402,10675
10458,885,12789
10461,7263,12165
10469,12031,910
10473,18678,2455
10474,18787,2537
10476,26661,5044
10495,25961,4582
10509,25394,4249
10515,31498,8734
10516,5141,11152
10525,27896,5834
10533,20377,3399
10534,24651,4161
10538,947attr36,12914
10539,14056,1982
10540,18437,2312
10541,18457,2330
10542,18471,2350
10543,25396,4250
10552,26334,4830
10564,27466,5570
10565,27844,5796
10566,28926,6668
10567,28981,6711
10569,29225,6999
10572,30438,7956
10573,31715,8917
10576,12382,1105
10585,32239,9444
10586,32248,9453
10587,32249,9454
10588,32275,9476
10589,32381,9573
10590,32432,9620
10591,32438,9625
10592,32439,9626
10593,32475,9659
10598,18462,2335
10599,1862,2417
10601,31708,8910
10602,4702,11012
10603,6669,11886
10607,28925,6667
10617,34976,10168
10639,30773,8247
10645,11445,541
10646,11462,551
10647,11502,583
10648,12122,950
10649,12757,1264
10653,26648,5035
10654,28399,6193
10659,7784,12389
10673,6466,11783
10677,13431,1649
10681,31543,8764
10687,8434,12750
10688,12153,977
10698,3437,10065
10700,6744,11924
10701,6745,11925
10705,19173,2804
10712,2481,4217
10715,10820,186
10716,11701,698
10719,13709,1801
10722,19809,3159
10723,19810,3160
10724,19864,3195
10725,20077,3276
10726,2257,3613
10727,24760,4200
10732,32298,9494
10736,6204,11639
10738,11121,356
10739,11208,401
10740,13224,1526
10741,24676,4166
10751,6711,11908
10758,1209,933
10764,18875,2598
10765,28891,6637
10768,31522,8747
10770,32083,9288
10772,932,12903
10776,32144,9347
10786,11851,774
10810,3783,10520
10811,4273,10804
10813,5878,11455
10870,11387,509
10877,26958,5228
10883,11510,591
10886,26248,4763
10887,29784,7521
10891,31914,9122
10894,34878,10096
10895,35464,10435
10896,390,10595
10898,28446,6235
10899,894,12798
10904,27433,5539
10905,27437,5544
10922,28433attr2425,6221
10933,13410,1639
10936,27344,5466
10946,29438,7172
10950,29492,7232
10955,27150,5339
10957,12918,1352
10961,29036,6775
10977,4606,10948
10985,7056,12066
11004,11407,521
11005,11891,801
11006,13006,1403
11007,25748,4437
11008,28000,5876
11014,26251,4766
11015,34930,10139
11016,35114,10267
11019,24059,3868
11020,26052,4649
11025,11206,399
11026,12276,1039
11030,18873,2596
11031,23786,3763
11032,24003,3854
11037,28636,6413
11041,31982,9192
11042,32071,9276
11043,4641,10972
11044,4667,10984
11048,28214,6027
11049,11857,778
11076,32400,9592
11078,29478,7218
11079,29496,7236
11084,18461,2334
11094,383attr155,10559
11103,18969,2663
11109,7451,12247
11116,25851,4521
11124,30730,8208
11125,4381,10848
11127,545attr84,11293
11131,23754,3732
11133,27297,5443
11135,29771,7508
11136,31912,9120
11146,29219,6993
11148,29915,7627
11151,5274,11220
11155,19472,2966
11157,29638,7383
11159,11490,572
11160,11492,574
11162,14015,1967
11165,31039,8461
11191,12065,918
11204,25582,4305
11219,7049,12060
11240,10726attr10,132
11243,26018,4624
11245,30385,7914
11246,30859,8304
11247,30986,8424
11248,31088,8506
11249,31291,8631
11250,32326,9524
11253,32555,9734
11276,27463,5567
11284,34993,10181
11289,26223,4747
11291,26228,4753
11294,26488,4930
11295,26489,4931
11296,28713,6490
11297,11391,513
11301,28014,5880
11305,24445,4055
11319,10966,276
11321,26198,4735
11322,29090,6832
11324,7758,12380
11333,10963,274
11336,19602,3077
11337,19754,3138
11372,13427,1647
11379,31127,8538
11383,23903,3806
11384,4239,10789
11390,1086,218
11391,32498,9680
11399,32258,9462
11400,32259,9463
11401,32260,9464
11408,11816,747
11412,35005,10188
11422,19508,2993
11447,13790,1869
11457,32172,9375
11461,389,10593
11471,30134,7814
11472,31133,8544
11484,18514,2361
11485,18517,2365
11488,19621,3089
11492,23670,3683
11495,27408,5507
11496,28126,5975
11502,31157,8566
11508,4012,10668
11513,5631,11378
11515,6522,11805
11516,7053,12064
11530,18837,2577
11537,12537,1206
11540,2711,5303
11542,2727,5422
11545,32681,9862
11546,11680,683
11555,26779,5112
11556,28864,6612
11567,7340,12201
11568,8298,12679
11581,31768,8968
11583,10873,222
11585,11497,579
11593,31957,9168
11615,10870,221
11616,12872,1328
11632,28778,6548
11644,886,12790
11649,30987,8425
11656,18534,2382
11659,26336,4831
11686,19164,2793
11690,26739,5081
11694,28195,6010
11695,28197,6013
11696,29594,7335
11697,6368,11722
11703,13482,1682
11710,30214,7829
11715,7444,12244
11716,8387,12724
11718,26296,4798
11719,27642,5677
11724,3818,10550
11729,30751,8229
11730,31579,8799
11733,4191,10763
11741,10726attr11,133
11753,4525attr857,10916
11754,4525attr859,10918
11755,4525attr860,10919
11759,7301,12184
11760,7302,12185
11762,32171,9374
11787,13565,1732
11789,19081,2736
11791,2083,3482
11793,28262attr2421,6083
11794,28949,6686
11798,31694,8896
11799,6558,11827
11803,11863,780
11808,26510,4940
11821,10834,200
11828,13314,1580
11833,1443,2076
11834,1453,2096
11841,26786,5116
11844,27201,5381
11845,27205,5385
11846,27565,5618
11849,29433,7167
11873,4498,10905
11874,4572,10942
11877,4626,10965
11889,8295,12676
11890,8297,12678
11891,8331,12696
11892,8338,12702
11896,29653,7397
11897,29724,7467
11898,31217,8594
11900,31975,9186
11921,594attr91,11478
11928,14450,2092
11930,27309,5450
11934,12186,998
11935,27388,5497
11941,18455,2328
11945,26848,5163
11949,30748,8225
11954,3637,10460
11963,29482,7222
11967,29866,7588
11977,580,11426
11982,12115,944
11986,19079,2735
11990,31927,9135
11997,8266,12654
12006,13711,1803
12013,29351,7111
12015,34937,10145
12022,2472,4175
12025,29597,7339
12026,29930,7640
12027,29930attr132,7642
12029,31677,8884
12035,28114,5965
12036,4534,10927
12040,19561,3032
12041,26134,4695
12060,12637,1231
12063,29763,7501
12068,12956,1380
12069,20332,3381
12077,25423,4269
12078,3730,10502
12101,13797,1874
12113,4734,11024
12124,31473,8709
12131,1028,30
12133,13438,1655
12135,14077,1992
12136,14101,2008
12137,18387,2289
12139,18395,2295
12140,18459,2332
12146,26769,5102
12149,28513,6302
12150,29175,6950
12151,29920,7631
12152,31622,8836
12156,814,12577
12157,821,12619
12160,961,12926
12161,14066,1986
12162,31714,8916
12178,26344,4838
12179,27887,5825
12181,32615,9797
12183,32718,9898
12184,32723,9903
12185,35190,10321
12186,7069,12078
12195,31798,8998
12199,2927,7034
12200,23960,3834
12204,5587,11364
12210,13569,1735
12211,13732,1814
12215,13506,1701
12216,1355,1722
12217,1356,1727
12218,4118,10727
12219,4889,11079
12225,31384,8663
12234,12423,1138
12237,14444,2088
12238,18469,2347
12243,23800,3769
12244,23827,3780
12246,25397,4251
12252,26494,4932
12253,27102,5295
12254,27328,5457
12255,28020,5885
12258,28753,6523
12260,30465,7978
12261,3060,8098
12262,30838,8288
12263,31144,8553
12265,32019,9228
12269,32734,9914
12270,32792,9971
12271,4048,10691
12272,4048attr1754,10692
12276,12702,1252
12277,26640,5029
12280,19152,2785
12282,32591,9773
12283,32634,9819
12284,32645,9828
12290,13365,1615
12291,19302,2862
12322,4700,11011
12331,20442,3440
12333,29829,7558
12334,4418,10870
12336,27348,5469
12338,25945,4572
12342,27214,5393
12350,29982,7684
12380,34955,10149
12381,34957,10151
12382,34959,10153
12383,34960,10154
12385,2222,3578
12386,28728,6504
12403,4144,10735
12411,23707,3703
12412,23708,3704
12414,26923,5205
12415,29179,6954
12416,29648,7392
12421,32220,9423
12423,4743,11027
12424,5371,11271
12430,27329,5458
12431,27330,5460
12432,14004,1960
12443,13101,1468
12445,14435,2081
12446,18397,2297
12448,27105,5298
12449,28190,6004
12450,32187,9390
12451,5174,11175
12452,960,12925
12455,30930,8376
12457,35075,10237
12464,29465,7202
12485,18445,2319
12487,804,12513
12489,23879,3792
12501,28357,6165
12509,11363,492
12512,28239,6050
12515,13512,1706
12526,32666,9847
12528,31626,8840
12539,29023,6766
12544,12925,1357
12556,11870,786
12558,11910,818
12560,20356,3389
12562,27594,5646
12563,29313,7080
12574,29635,7380
12576,10889,229
12584,32118,9321
12598,19895,3211
12600,31812,9011
12603,31959,9170
12614,27498,5583
12615,29223,6997
12616,29563,7304
12619,30424,7944
12626,8389,12726
12643,27003,5257
12644,10555,61
12645,12551,1214
12657,31434,8685
12658,31767,8967
12660,4149,10736
12661,6069,11562
12663,11872,788
12671,7134,12102
12672,7195,12137
12682,26739attr897,5083
12686,32563,9746
12689,27293,5439
12692,5995,11511
12693,7217,12151
12694,7532,12284
12695,7564,12311
12698,815,12583
12699,9164,12853
12700,9165,12854
12706,18373,2278
12707,302,7828
12710,4431,10880
12713,27892,5830
12720,18957,2652
12724,12896,1339
12725,13307,1573
12728,24459,4064
12729,26393,4875
12737,28531,6317
12738,31902,9101
12761,19806,3156
12764,29731,7475
12766,35024,10192
12768,7127,12098
12769,7678,12350
12770,91,12825
12779,27373,5483
12780,27374,5484
12781,30545,8050
12782,30583,8086
12783,30584,8087
12785,32003,9213
12803,12500,1183
12804,20029,3256
12805,24384,4021
12806,26643,5031
12807,26894,5186
12808,26972,5237
12811,27901,5840
12813,28895,6642
12814,3384,10035
12815,35067,10229
12816,4500,10906
12817,6468,11785
12819,19026,2698
12820,28285,6106
12833,26875,5173
12849,4400,10857
12880,29127,6878
12887,30608,8104
12891,1702,2222
12892,5620,11374
12897,26805,5128
12905,27430,5531
12907,27436,5543
12911,646,11777
12913,8368,12715
12928,13587,1745
12938,11579,633
12955,2111,3498
12957,391,10601
12962,28586,6368
12971,26033,4634
12981,11563,622
12986,18776,2523
12987,27688,5694
12988,27688attr131,5696
12998,28652,6426
12999,4518,10912
13004,11216,410
13025,19564,3035
13028,23768,3744
